"timeMillisSpent","score"
45340,"0hard/-436490soft"
45350,"0hard/-436390soft"
49556,"0hard/-436080soft"
51619,"0hard/-435780soft"
55763,"0hard/-435660soft"
56652,"0hard/-435620soft"
58648,"0hard/-435580soft"
60531,"0hard/-435500soft"
61080,"0hard/-435410soft"
62511,"0hard/-435300soft"
63069,"0hard/-434950soft"
68753,"0hard/-434890soft"
68946,"0hard/-434860soft"
70062,"0hard/-434820soft"
70826,"0hard/-434780soft"
72419,"0hard/-434430soft"
72516,"0hard/-434390soft"
73294,"0hard/-434290soft"
74478,"0hard/-434190soft"
74537,"0hard/-434150soft"
74724,"0hard/-434110soft"
75587,"0hard/-433990soft"
75793,"0hard/-433930soft"
78550,"0hard/-433890soft"
78564,"0hard/-433870soft"
79071,"0hard/-433790soft"
80035,"0hard/-433750soft"
80346,"0hard/-433640soft"
81072,"0hard/-433560soft"
82187,"0hard/-433500soft"
82197,"0hard/-433460soft"
84215,"0hard/-433410soft"
85650,"0hard/-433370soft"
85921,"0hard/-433340soft"
86197,"0hard/-433250soft"
87157,"0hard/-433210soft"
88029,"0hard/-433180soft"
89541,"0hard/-433140soft"
91397,"0hard/-433050soft"
91814,"0hard/-432950soft"
92814,"0hard/-432910soft"
93282,"0hard/-432870soft"
98959,"0hard/-432840soft"
101412,"0hard/-432760soft"
104107,"0hard/-432720soft"
104225,"0hard/-432680soft"
105349,"0hard/-432670soft"
113793,"0hard/-432540soft"
115413,"0hard/-432500soft"
116103,"0hard/-432470soft"
116944,"0hard/-432430soft"
116960,"0hard/-432290soft"
121091,"0hard/-432190soft"
124114,"0hard/-432130soft"
124545,"0hard/-432090soft"
124825,"0hard/-432050soft"
125252,"0hard/-432010soft"
125733,"0hard/-432000soft"
126741,"0hard/-431970soft"
129130,"0hard/-431940soft"
130921,"0hard/-431590soft"
159738,"0hard/-431530soft"
160967,"0hard/-431490soft"
162563,"0hard/-431450soft"
169026,"0hard/-431410soft"
176781,"0hard/-431380soft"
185441,"0hard/-431320soft"
185620,"0hard/-431280soft"
199498,"0hard/-431250soft"
202001,"0hard/-431210soft"
237846,"0hard/-431080soft"
247685,"0hard/-431040soft"
262080,"0hard/-430940soft"
