"timeMillisSpent","score"
14239,"0hard/-954100soft"
14327,"0hard/-954020soft"
14358,"0hard/-953990soft"
14397,"0hard/-953910soft"
14450,"0hard/-953780soft"
14490,"0hard/-953430soft"
14587,"0hard/-953330soft"
14636,"0hard/-952980soft"
14642,"0hard/-952890soft"
14797,"0hard/-952540soft"
14837,"0hard/-952500soft"
14916,"0hard/-952470soft"
14934,"0hard/-952430soft"
14979,"0hard/-952330soft"
15054,"0hard/-952290soft"
15076,"0hard/-952190soft"
15175,"0hard/-952110soft"
15390,"0hard/-951940soft"
15406,"0hard/-951900soft"
15483,"0hard/-951770soft"
15493,"0hard/-951420soft"
15523,"0hard/-951070soft"
15719,"0hard/-950390soft"
15733,"0hard/-950040soft"
15897,"0hard/-949870soft"
15911,"0hard/-949830soft"
15943,"0hard/-949410soft"
16160,"0hard/-949380soft"
16174,"0hard/-949340soft"
16289,"0hard/-949220soft"
16443,"0hard/-949150soft"
16449,"0hard/-948800soft"
16490,"0hard/-948690soft"
16528,"0hard/-948520soft"
16672,"0hard/-948420soft"
16680,"0hard/-948070soft"
16712,"0hard/-947720soft"
16792,"0hard/-947370soft"
16873,"0hard/-947290soft"
16884,"0hard/-947110soft"
16917,"0hard/-947010soft"
16955,"0hard/-946980soft"
17047,"0hard/-946630soft"
17122,"0hard/-946240soft"
17248,"0hard/-946140soft"
17276,"0hard/-945790soft"
17366,"0hard/-945710soft"
17403,"0hard/-945300soft"
17730,"0hard/-944950soft"
17752,"0hard/-944930soft"
17756,"0hard/-944580soft"
17794,"0hard/-944410soft"
17811,"0hard/-944060soft"
17870,"0hard/-943090soft"
17928,"0hard/-943050soft"
18018,"0hard/-942880soft"
18036,"0hard/-942850soft"
18044,"0hard/-942770soft"
18110,"0hard/-942730soft"
18143,"0hard/-942380soft"
18251,"0hard/-942030soft"
18292,"0hard/-941870soft"
18376,"0hard/-941840soft"
18512,"0hard/-941640soft"
18569,"0hard/-941190soft"
18633,"0hard/-941090soft"
18786,"0hard/-940990soft"
18801,"0hard/-940930soft"
18833,"0hard/-940750soft"
18922,"0hard/-940130soft"
19160,"0hard/-940100soft"
19249,"0hard/-940060soft"
19436,"0hard/-940020soft"
19464,"0hard/-939990soft"
19477,"0hard/-939890soft"
19479,"0hard/-939540soft"
19619,"0hard/-939190soft"
19677,"0hard/-939150soft"
19705,"0hard/-938800soft"
19744,"0hard/-938140soft"
19809,"0hard/-937790soft"
19949,"0hard/-937340soft"
19959,"0hard/-937230soft"
20234,"0hard/-936780soft"
20242,"0hard/-936700soft"
20247,"0hard/-936520soft"
20271,"0hard/-936440soft"
20380,"0hard/-936310soft"
20428,"0hard/-935920soft"
20502,"0hard/-935830soft"
20506,"0hard/-935730soft"
20524,"0hard/-935650soft"
20787,"0hard/-935340soft"
20879,"0hard/-935010soft"
20900,"0hard/-934350soft"
20966,"0hard/-934000soft"
21121,"0hard/-933750soft"
21190,"0hard/-933530soft"
21251,"0hard/-932980soft"
21294,"0hard/-932800soft"
21305,"0hard/-932730soft"
21368,"0hard/-932340soft"
21479,"0hard/-932170soft"
21598,"0hard/-932130soft"
21735,"0hard/-931890soft"
21780,"0hard/-931340soft"
21825,"0hard/-931300soft"
21833,"0hard/-931270soft"
21838,"0hard/-931130soft"
21956,"0hard/-931060soft"
22155,"0hard/-930970soft"
22387,"0hard/-930940soft"
22507,"0hard/-930770soft"
22739,"0hard/-930720soft"
22799,"0hard/-930620soft"
22822,"0hard/-930520soft"
22928,"0hard/-930480soft"
22960,"0hard/-930130soft"
22982,"0hard/-929960soft"
23048,"0hard/-929930soft"
23119,"0hard/-929890soft"
23183,"0hard/-929830soft"
23214,"0hard/-929640soft"
23242,"0hard/-929610soft"
23456,"0hard/-929480soft"
23548,"0hard/-929450soft"
23635,"0hard/-929100soft"
23841,"0hard/-928750soft"
23886,"0hard/-928400soft"
24105,"0hard/-928220soft"
24107,"0hard/-928000soft"
24375,"0hard/-927900soft"
24405,"0hard/-927820soft"
24419,"0hard/-927740soft"
25073,"0hard/-927620soft"
25590,"0hard/-927570soft"
25929,"0hard/-927550soft"
25947,"0hard/-927420soft"
26167,"0hard/-927390soft"
26198,"0hard/-927360soft"
26235,"0hard/-927010soft"
26352,"0hard/-926410soft"
26442,"0hard/-926330soft"
26535,"0hard/-925980soft"
26729,"0hard/-925880soft"
27050,"0hard/-925840soft"
27114,"0hard/-925760soft"
27185,"0hard/-925720soft"
27215,"0hard/-925550soft"
27336,"0hard/-925280soft"
27554,"0hard/-925180soft"
27581,"0hard/-925100soft"
27978,"0hard/-925020soft"
28009,"0hard/-924830soft"
28254,"0hard/-924790soft"
28294,"0hard/-924690soft"
28442,"0hard/-924630soft"
28532,"0hard/-924280soft"
28667,"0hard/-924170soft"
28709,"0hard/-923920soft"
28905,"0hard/-923840soft"
28956,"0hard/-923670soft"
29143,"0hard/-923570soft"
