"timeMillisSpent","score"
1827,"0hard/-210050soft"
1850,"0hard/-210010soft"
1894,"0hard/-209970soft"
1924,"0hard/-209620soft"
1925,"0hard/-209560soft"
1937,"0hard/-209040soft"
2003,"0hard/-208980soft"
2071,"0hard/-208380soft"
2121,"0hard/-208350soft"
2200,"0hard/-208160soft"
2210,"0hard/-208060soft"
2257,"0hard/-207890soft"
2271,"0hard/-207540soft"
2300,"0hard/-207400soft"
2432,"0hard/-207360soft"
2513,"0hard/-207260soft"
2535,"0hard/-207160soft"
2537,"0hard/-207120soft"
2732,"0hard/-207080soft"
2735,"0hard/-206560soft"
2737,"0hard/-206210soft"
2740,"0hard/-206040soft"
2805,"0hard/-205690soft"
3141,"0hard/-205630soft"
3235,"0hard/-205580soft"
3347,"0hard/-205480soft"
3374,"0hard/-205130soft"
3481,"0hard/-205030soft"
3780,"0hard/-205000soft"
3782,"0hard/-204980soft"
3785,"0hard/-204940soft"
3793,"0hard/-204490soft"
3898,"0hard/-204320soft"
3902,"0hard/-204240soft"
3929,"0hard/-204100soft"
3967,"0hard/-204020soft"
4050,"0hard/-203670soft"
4076,"0hard/-203570soft"
4131,"0hard/-203470soft"
4157,"0hard/-203120soft"
4163,"0hard/-202950soft"
4186,"0hard/-202830soft"
4314,"0hard/-202790soft"
4415,"0hard/-202720soft"
4502,"0hard/-202660soft"
4574,"0hard/-202600soft"
4580,"0hard/-202590soft"
4646,"0hard/-202240soft"
4735,"0hard/-202140soft"
4964,"0hard/-202060soft"
5199,"0hard/-201540soft"
5296,"0hard/-201470soft"
5339,"0hard/-201260soft"
5348,"0hard/-201160soft"
5350,"0hard/-200990soft"
5741,"0hard/-200680soft"
5924,"0hard/-200330soft"
6148,"0hard/-200250soft"
6159,"0hard/-200150soft"
6166,"0hard/-200070soft"
6173,"0hard/-199970soft"
6221,"0hard/-199620soft"
7533,"0hard/-199570soft"
7547,"0hard/-199470soft"
7565,"0hard/-199430soft"
7612,"0hard/-199330soft"
7852,"0hard/-199310soft"
7860,"0hard/-199230soft"
7933,"0hard/-199150soft"
7975,"0hard/-199070soft"
8017,"0hard/-198760soft"
8024,"0hard/-198720soft"
8139,"0hard/-198620soft"
8178,"0hard/-198580soft"
8203,"0hard/-198390soft"
8466,"0hard/-198260soft"
8819,"0hard/-198220soft"
8978,"0hard/-198180soft"
9055,"0hard/-198010soft"
9296,"0hard/-197660soft"
9300,"0hard/-197640soft"
9588,"0hard/-197560soft"
9625,"0hard/-197470soft"
9936,"0hard/-197330soft"
9992,"0hard/-197290soft"
10108,"0hard/-197250soft"
11360,"0hard/-197160soft"
11462,"0hard/-197120soft"
11518,"0hard/-197080soft"
11577,"0hard/-196910soft"
11591,"0hard/-196870soft"
11741,"0hard/-196790soft"
11936,"0hard/-196710soft"
12000,"0hard/-196680soft"
12011,"0hard/-196640soft"
13492,"0hard/-196610soft"
13525,"0hard/-196570soft"
13678,"0hard/-196550soft"
18358,"0hard/-196220soft"
18405,"0hard/-196180soft"
18414,"0hard/-196140soft"
18701,"0hard/-195790soft"
19153,"0hard/-195780soft"
19187,"0hard/-195720soft"
33581,"0hard/-195710soft"
33623,"0hard/-195360soft"
33765,"0hard/-195010soft"
43198,"0hard/-195000soft"
43283,"0hard/-194900soft"
43427,"0hard/-194820soft"
43467,"0hard/-194780soft"
43474,"0hard/-194750soft"
43488,"0hard/-194670soft"
43600,"0hard/-194610soft"
43624,"0hard/-194570soft"
44320,"0hard/-194420soft"
44672,"0hard/-194380soft"
45181,"0hard/-194260soft"
45230,"0hard/-194220soft"
45555,"0hard/-194160soft"
47327,"0hard/-193960soft"
47407,"0hard/-193930soft"
64758,"0hard/-193870soft"
81687,"0hard/-193830soft"
81975,"0hard/-193760soft"
92564,"0hard/-193450soft"
92936,"0hard/-193350soft"
93047,"0hard/-193310soft"
104586,"0hard/-193280soft"
112835,"0hard/-193240soft"
113526,"0hard/-193200soft"
168975,"0hard/-193180soft"
171841,"0hard/-193110soft"
184951,"0hard/-193090soft"
193855,"0hard/-193050soft"
199288,"0hard/-192960soft"
200977,"0hard/-192920soft"
212884,"0hard/-192860soft"
213172,"0hard/-192830soft"
215213,"0hard/-192760soft"
221083,"0hard/-192640soft"
255990,"0hard/-192610soft"
289261,"0hard/-192580soft"
293820,"0hard/-192520soft"
