"timeMillisSpent","score"
69564,"0hard/-1868590soft"
69571,"0hard/-1868140soft"
69607,"0hard/-1867790soft"
71731,"0hard/-1867630soft"
71745,"0hard/-1867430soft"
71815,"0hard/-1867390soft"
71969,"0hard/-1867210soft"
72100,"0hard/-1867110soft"
72154,"0hard/-1866660soft"
72760,"0hard/-1866590soft"
72784,"0hard/-1866240soft"
72805,"0hard/-1865850soft"
72902,"0hard/-1865710soft"
73572,"0hard/-1865560soft"
73670,"0hard/-1865170soft"
73698,"0hard/-1865030soft"
74273,"0hard/-1865000soft"
74422,"0hard/-1864960soft"
74479,"0hard/-1864920soft"
74636,"0hard/-1864890soft"
74688,"0hard/-1864540soft"
74829,"0hard/-1864380soft"
74953,"0hard/-1864030soft"
75000,"0hard/-1863880soft"
75256,"0hard/-1863800soft"
75272,"0hard/-1863760soft"
75614,"0hard/-1863550soft"
75759,"0hard/-1863250soft"
75781,"0hard/-1862900soft"
76524,"0hard/-1862880soft"
76586,"0hard/-1862800soft"
76749,"0hard/-1862460soft"
76758,"0hard/-1862290soft"
77185,"0hard/-1862130soft"
77200,"0hard/-1861780soft"
77301,"0hard/-1861490soft"
77432,"0hard/-1861410soft"
77833,"0hard/-1861110soft"
77858,"0hard/-1861020soft"
78051,"0hard/-1860990soft"
78119,"0hard/-1860430soft"
78188,"0hard/-1860230soft"
78940,"0hard/-1860020soft"
78975,"0hard/-1859640soft"
79045,"0hard/-1859610soft"
80886,"0hard/-1859520soft"
80908,"0hard/-1859480soft"
80955,"0hard/-1859300soft"
80995,"0hard/-1859270soft"
80999,"0hard/-1858920soft"
81051,"0hard/-1858880soft"
81136,"0hard/-1858570soft"
81178,"0hard/-1858480soft"
81216,"0hard/-1858090soft"
81241,"0hard/-1858060soft"
81274,"0hard/-1857460soft"
81305,"0hard/-1857270soft"
81356,"0hard/-1857230soft"
82927,"0hard/-1857200soft"
82973,"0hard/-1857190soft"
83032,"0hard/-1856800soft"
83067,"0hard/-1856700soft"
83078,"0hard/-1856570soft"
83194,"0hard/-1856390soft"
83422,"0hard/-1856330soft"
83687,"0hard/-1856090soft"
83745,"0hard/-1856070soft"
83907,"0hard/-1855990soft"
84509,"0hard/-1855700soft"
84513,"0hard/-1855350soft"
84526,"0hard/-1855310soft"
85479,"0hard/-1855200soft"
85494,"0hard/-1854810soft"
85578,"0hard/-1854790soft"
85595,"0hard/-1854780soft"
85643,"0hard/-1854430soft"
85851,"0hard/-1854350soft"
85861,"0hard/-1854310soft"
86044,"0hard/-1854070soft"
86223,"0hard/-1853930soft"
86756,"0hard/-1853720soft"
86785,"0hard/-1853660soft"
86838,"0hard/-1853310soft"
87118,"0hard/-1853300soft"
87833,"0hard/-1852900soft"
87853,"0hard/-1852780soft"
87936,"0hard/-1852680soft"
87944,"0hard/-1852290soft"
87949,"0hard/-1852230soft"
87972,"0hard/-1852140soft"
87977,"0hard/-1851790soft"
88026,"0hard/-1851750soft"
88995,"0hard/-1851500soft"
89683,"0hard/-1851440soft"
89699,"0hard/-1851050soft"
89706,"0hard/-1850660soft"
89725,"0hard/-1850510soft"
89729,"0hard/-1850340soft"
90646,"0hard/-1850210soft"
90711,"0hard/-1850130soft"
91361,"0hard/-1850090soft"
91383,"0hard/-1849990soft"
91422,"0hard/-1849640soft"
91531,"0hard/-1849560soft"
91573,"0hard/-1849410soft"
91579,"0hard/-1849060soft"
91591,"0hard/-1848710soft"
91623,"0hard/-1848610soft"
93378,"0hard/-1848100soft"
93384,"0hard/-1848030soft"
93404,"0hard/-1847990soft"
93998,"0hard/-1847940soft"
94051,"0hard/-1847590soft"
94147,"0hard/-1847100soft"
94237,"0hard/-1846880soft"
96005,"0hard/-1846620soft"
96297,"0hard/-1846470soft"
96606,"0hard/-1846460soft"
96812,"0hard/-1846350soft"
97049,"0hard/-1846340soft"
97126,"0hard/-1845990soft"
